org.apache.commons.math3.optimization.direct.CMAESOptimizer:482	1.0 0.0 1.0
org.apache.commons.math3.util.Precision:96	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Precision:97	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Precision:272	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Precision:330	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Precision:331	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Precision:334	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Precision:337	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Precision:341	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Precision:343	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:102	1.0 16.0 0.24253562503633297
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:103	1.0 16.0 0.24253562503633297
org.apache.commons.math3.optimization.direct.CMAESOptimizer:559	1.0 16.0 0.24253562503633297
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:73	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:80	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:122	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:130	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:140	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.CMAESOptimizer:356	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.CMAESOptimizer:505	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.CMAESOptimizer:506	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.CMAESOptimizer:507	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.CMAESOptimizer:510	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.CMAESOptimizer:511	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.CMAESOptimizer:512	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.CMAESOptimizer:519	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.CMAESOptimizer:520	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:105	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:128	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:131	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:134	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:139	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:140	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:143	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:144	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:145	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:148	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:162	1.0 19.0 0.22360679774997896
org.apache.commons.math3.util.Incrementor:96	1.0 19.0 0.22360679774997896
org.apache.commons.math3.util.Incrementor:97	1.0 19.0 0.22360679774997896
org.apache.commons.math3.util.Incrementor:164	1.0 19.0 0.22360679774997896
org.apache.commons.math3.util.Incrementor:165	1.0 19.0 0.22360679774997896
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:108	1.0 20.0 0.2182178902359924
org.apache.commons.math3.optimization.PointValuePair:47	1.0 21.0 0.21320071635561041
org.apache.commons.math3.optimization.PointValuePair:48	1.0 21.0 0.21320071635561041
org.apache.commons.math3.optimization.PointValuePair:61	1.0 21.0 0.21320071635561041
org.apache.commons.math3.optimization.PointValuePair:65	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.Pair:45	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.Pair:46	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.Pair:47	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.Pair:48	1.0 21.0 0.21320071635561041
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:66	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:67	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:95	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:96	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:105	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:151	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:153	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:155	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:234	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:236	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:238	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:240	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:288	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:291	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:313	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:314	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:315	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:316	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:317	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:318	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:319	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:320	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:321	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:322	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.CMAESOptimizer:323	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:113	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:126	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:139	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:158	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:177	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:196	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:216	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:235	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:254	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:275	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:283	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:286	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:3464	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.AbstractConvergenceChecker:38	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.AbstractConvergenceChecker:45	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.AbstractConvergenceChecker:64	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.AbstractConvergenceChecker:65	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.AbstractConvergenceChecker:66	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.AbstractConvergenceChecker:67	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.SimpleValueChecker:41	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:44	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:66	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:67	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:68	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.BitsStreamGenerator:35	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.BitsStreamGenerator:36	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.BitsStreamGenerator:37	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.BitsStreamGenerator:165	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.BitsStreamGenerator:166	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:94	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:106	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:107	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:108	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:109	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:144	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:146	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:147	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:150	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:151	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:154	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:155	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:167	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:172	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:173	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:174	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:176	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:177	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:178	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:179	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:180	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:181	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:182	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:183	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:184	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:186	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:187	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:191	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:192	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:193	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:194	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:195	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:196	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:197	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:198	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:199	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:203	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:205	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:207	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:216	1.0 22.0 0.20851441405707477
org.apache.commons.math3.random.MersenneTwister:217	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:41	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:53	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:54	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:62	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:69	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:80	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:81	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:84	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:85	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:86	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Incrementor:63	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Precision:70	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Precision:77	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.Precision:78	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.GoalType:28	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.GoalType:31	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.GoalType:34	1.0 22.0 0.20851441405707477
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:116	0.0 7.5 0.0
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:104	0.0 5.0 0.0
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer:98	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:524	0.0 6.75 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:525	0.0 6.75 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:532	0.0 6.75 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:560	0.0 15.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:563	0.0 14.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:564	0.0 14.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:565	0.0 5.75 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:567	0.0 13.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:568	0.0 6.75 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:569	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:561	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:436	0.0 12.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:437	0.0 10.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:771	0.0 12.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:1177	0.0 12.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:1178	0.0 12.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:1179	0.0 12.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:1181	0.0 12.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:446	0.0 2.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:467	0.0 10.25 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:809	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:810	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:811	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:447	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:542	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:543	0.0 6.25 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:547	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:548	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:550	0.0 1.0 0.0
org.apache.commons.math3.optimization.direct.CMAESOptimizer:1019	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:767	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3221	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3223	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3225	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3227	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3233	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3234	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3235	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3236	0.0 1.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:197	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:198	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:199	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:573	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:574	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:586	0.0 8.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:606	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:608	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:609	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:613	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:617	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:618	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:619	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:620	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:621	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:623	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:625	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:626	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:627	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:629	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:630	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:631	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:632	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:633	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:634	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:635	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:636	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:637	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:639	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:640	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:641	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:642	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:643	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:645	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:650	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:651	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:652	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:653	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:654	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:655	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:656	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:657	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:658	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:661	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:664	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:665	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:666	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:676	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:677	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:678	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:682	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:683	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:684	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:685	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:686	0.0 12.0 0.0
org.apache.commons.math3.linear.EigenDecomposition:687	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:104	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:105	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:106	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:107	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:108	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:109	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:110	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:111	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:113	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:114	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:115	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:116	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:118	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:119	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:120	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:121	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:198	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:199	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:200	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:201	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:202	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:203	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:205	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:206	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:207	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:210	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:211	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:217	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:218	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:219	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:220	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:221	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:222	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:223	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:224	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:225	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:227	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:231	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:232	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:233	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:235	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:238	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:239	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:244	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:245	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:246	0.0 12.0 0.0
org.apache.commons.math3.linear.TriDiagonalTransformer:247	0.0 12.0 0.0
org.apache.commons.math3.exception.DimensionMismatchException:44	0.0 2.0 0.0
org.apache.commons.math3.exception.DimensionMismatchException:45	0.0 2.0 0.0
org.apache.commons.math3.exception.DimensionMismatchException:46	0.0 2.0 0.0
org.apache.commons.math3.exception.DimensionMismatchException:56	0.0 2.0 0.0
org.apache.commons.math3.exception.DimensionMismatchException:57	0.0 2.0 0.0
org.apache.commons.math3.exception.MathIllegalArgumentException:44	0.0 7.0 0.0
org.apache.commons.math3.exception.MathIllegalArgumentException:45	0.0 7.0 0.0
org.apache.commons.math3.exception.MathIllegalArgumentException:46	0.0 7.0 0.0
org.apache.commons.math3.exception.MathIllegalArgumentException:47	0.0 7.0 0.0
org.apache.commons.math3.exception.MathIllegalArgumentException:51	0.0 1.0 0.0
org.apache.commons.math3.exception.MathIllegalNumberException:46	0.0 7.0 0.0
org.apache.commons.math3.exception.MathIllegalNumberException:47	0.0 7.0 0.0
org.apache.commons.math3.exception.MathIllegalNumberException:48	0.0 7.0 0.0
org.apache.commons.math3.exception.MathUnsupportedOperationException:44	0.0 2.0 0.0
org.apache.commons.math3.exception.MathUnsupportedOperationException:45	0.0 2.0 0.0
org.apache.commons.math3.exception.MathUnsupportedOperationException:52	0.0 2.0 0.0
org.apache.commons.math3.exception.MathUnsupportedOperationException:53	0.0 2.0 0.0
org.apache.commons.math3.exception.MathUnsupportedOperationException:54	0.0 2.0 0.0
org.apache.commons.math3.exception.MathUnsupportedOperationException:55	0.0 2.0 0.0
org.apache.commons.math3.exception.NotPositiveException:37	0.0 1.0 0.0
org.apache.commons.math3.exception.NotPositiveException:38	0.0 1.0 0.0
org.apache.commons.math3.exception.NumberIsTooLargeException:50	0.0 2.0 0.0
org.apache.commons.math3.exception.NumberIsTooLargeException:54	0.0 2.0 0.0
org.apache.commons.math3.exception.NumberIsTooLargeException:67	0.0 2.0 0.0
org.apache.commons.math3.exception.NumberIsTooLargeException:69	0.0 2.0 0.0
org.apache.commons.math3.exception.NumberIsTooLargeException:70	0.0 2.0 0.0
org.apache.commons.math3.exception.NumberIsTooLargeException:71	0.0 2.0 0.0
org.apache.commons.math3.exception.NumberIsTooSmallException:50	0.0 2.0 0.0
