org.joda.time.base.AbstractDuration:80	1.0 1.0 0.5
org.joda.time.chrono.BasicGJChronology:156	0 71.0 0.0
org.joda.time.chrono.BasicGJChronology:157	0 70.0 0.0
org.joda.time.chrono.BasicGJChronology:158	0 46.0 0.0
org.joda.time.chrono.BasicGJChronology:159	0 41.0 0.0
org.joda.time.chrono.BasicGJChronology:166	0 71.0 0.0
org.joda.time.chrono.BasicGJChronology:167	0 71.0 0.0
org.joda.time.chrono.BasicGJChronology:170	0 71.0 0.0
org.joda.time.chrono.BasicGJChronology:182	0 168.0 0.0
org.joda.time.chrono.BasicGJChronology:184	0 159.0 0.0
org.joda.time.chrono.BasicGJChronology:190	0 177.0 0.0
org.joda.time.chrono.BasicGJChronology:161	0 31.0 0.0
org.joda.time.chrono.BasicGJChronology:162	0 11.0 0.0
org.joda.time.chrono.BasicGJChronology:129	0 30.0 0.0
org.joda.time.chrono.BasicGJChronology:168	0 10.0 0.0
org.joda.time.DateTimeFieldType:378	0 53.0 0.0
org.joda.time.DateTimeFieldType:419	0 25.0 0.0
org.joda.time.DateTimeFieldType:41	0 1.0 0.0
org.joda.time.DateTimeFieldType:475	0 59.0 0.0
org.joda.time.DateTimeFieldType:480	0 405.0 0.0
org.joda.time.DateTimeFieldType:482	0 405.0 0.0
org.joda.time.DateTimeFieldType:516	0 286.0 0.0
org.joda.time.DateTimeFieldType:520	0 278.0 0.0
org.joda.time.DateTimeFieldType:492	0 290.0 0.0
org.joda.time.DateTimeFieldType:496	0 295.0 0.0
org.joda.time.DateTimeFieldType:498	0 284.0 0.0
org.joda.time.DateTimeFieldType:522	0 184.0 0.0
org.joda.time.DateTimeFieldType:524	0 223.0 0.0
org.joda.time.DateTimeFieldType:528	0 60.0 0.0
org.joda.time.DateTimeFieldType:494	0 49.0 0.0
org.joda.time.DateTimeFieldType:502	0 51.0 0.0
org.joda.time.DateTimeFieldType:463	0 10.0 0.0
org.joda.time.DateTimeFieldType:464	0 10.0 0.0
org.joda.time.DateTimeFieldType:484	0 11.0 0.0
org.joda.time.DateTimeFieldType:486	0 7.0 0.0
org.joda.time.DateTimeFieldType:488	0 12.0 0.0
org.joda.time.DateTimeFieldType:490	0 7.0 0.0
org.joda.time.DateTimeFieldType:504	0 13.0 0.0
org.joda.time.DateTimeFieldType:506	0 23.0 0.0
org.joda.time.DateTimeFieldType:526	0 18.0 0.0
org.joda.time.DateTimeFieldType:508	0 16.0 0.0
org.joda.time.DateTimeFieldType:510	0 7.0 0.0
org.joda.time.DateTimeFieldType:512	0 7.0 0.0
org.joda.time.DateTimeFieldType:514	0 7.0 0.0
org.joda.time.DateTimeFieldType:518	0 10.0 0.0
org.joda.time.DateTimeFieldType:500	0 2.0 0.0
org.joda.time.DateTimeFieldType:541	0 1.0 0.0
org.joda.time.DateTimeFieldType:575	0 1.0 0.0
org.joda.time.DateTimeFieldType:579	0 1.0 0.0
org.joda.time.DurationField:209	0 37.0 0.0
org.joda.time.DurationField:212	0 37.0 0.0
org.joda.time.chrono.GJMonthOfYearDateTimeField:52	0 3.0 0.0
org.joda.time.chrono.GJMonthOfYearDateTimeField:42	0 1.0 0.0
org.joda.time.chrono.GJMonthOfYearDateTimeField:47	0 1.0 0.0
org.joda.time.chrono.GJYearOfEraDateTimeField:45	0 14.0 0.0
org.joda.time.chrono.GJYearOfEraDateTimeField:46	0 14.0 0.0
org.joda.time.chrono.GJYearOfEraDateTimeField:49	0 14.0 0.0
org.joda.time.chrono.GJYearOfEraDateTimeField:85	0 4.0 0.0
org.joda.time.chrono.GJYearOfEraDateTimeField:86	0 4.0 0.0
org.joda.time.chrono.GJYearOfEraDateTimeField:89	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:112	0 12.0 0.0
org.joda.time.field.DividedDateTimeField:113	0 12.0 0.0
org.joda.time.field.DividedDateTimeField:114	0 12.0 0.0
org.joda.time.field.DividedDateTimeField:173	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:174	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:175	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:222	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:223	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:191	0 5.0 0.0
org.joda.time.field.DividedDateTimeField:200	0 5.0 0.0
org.joda.time.field.OffsetDateTimeField:152	0 639.0 0.0
org.joda.time.field.OffsetDateTimeField:153	0 639.0 0.0
org.joda.time.field.OffsetDateTimeField:165	0 847.0 0.0
org.joda.time.field.OffsetDateTimeField:100	0 10.0 0.0
org.joda.time.field.OffsetDateTimeField:187	0 2.0 0.0
org.joda.time.tz.CachedDateTimeZone:39	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:42	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:45	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:48	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:61	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:62	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:68	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:71	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:87	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:88	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:89	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:90	0 1811.0 0.0
org.joda.time.tz.CachedDateTimeZone:111	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:131	0 1507.0 0.0
org.joda.time.tz.CachedDateTimeZone:148	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:149	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:150	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:151	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:152	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:153	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:154	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:156	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:160	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:161	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:163	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:164	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:166	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:167	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:168	0 976.0 0.0
org.joda.time.tz.CachedDateTimeZone:174	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:127	0 234.0 0.0
org.joda.time.tz.CachedDateTimeZone:170	0 311.0 0.0
org.joda.time.tz.CachedDateTimeZone:171	0 311.0 0.0
org.joda.time.tz.CachedDateTimeZone:172	0 311.0 0.0
org.joda.time.tz.CachedDateTimeZone:123	0 18.0 0.0
org.joda.time.tz.CachedDateTimeZone:103	0 2.0 0.0
org.joda.time.tz.CachedDateTimeZone:107	0 4.0 0.0
org.joda.time.tz.CachedDateTimeZone:115	0 6.0 0.0
org.joda.time.tz.CachedDateTimeZone:119	0 77.0 0.0
org.joda.time.tz.CachedDateTimeZone:135	0 21.0 0.0
org.joda.time.tz.CachedDateTimeZone:136	0 20.0 0.0
org.joda.time.tz.CachedDateTimeZone:138	0 1.0 0.0
org.joda.time.tz.CachedDateTimeZone:139	0 1.0 0.0
org.joda.time.tz.CachedDateTimeZone:185	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:186	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:188	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:189	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:190	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:191	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:204	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:205	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:206	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:208	0 981.0 0.0
org.joda.time.tz.CachedDateTimeZone:210	0 74.0 0.0
org.joda.time.tz.CachedDateTimeZone:194	0 4.0 0.0
org.joda.time.tz.CachedDateTimeZone:195	0 4.0 0.0
org.joda.time.tz.CachedDateTimeZone:196	0 4.0 0.0
org.joda.time.tz.CachedDateTimeZone:198	0 4.0 0.0
org.joda.time.tz.CachedDateTimeZone:200	0 3.0 0.0
org.joda.time.tz.CachedDateTimeZone:214	0 6.0 0.0
org.joda.time.tz.CachedDateTimeZone:215	0 6.0 0.0
org.joda.time.tz.CachedDateTimeZone:216	0 6.0 0.0
org.joda.time.tz.CachedDateTimeZone:218	0 6.0 0.0
org.joda.time.tz.CachedDateTimeZone:220	0 5.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:95	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:98	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:110	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:119	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:183	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:184	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:187	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:188	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:192	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:193	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:194	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:195	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:196	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:200	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:201	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:202	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:203	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:204	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:205	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:209	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1166	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1176	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1177	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1178	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1179	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1180	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:482	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:504	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:505	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:509	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:510	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:511	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:512	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:513	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:514	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:515	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1341	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1342	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1343	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1344	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1347	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1348	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1349	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1350	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1351	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1353	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1354	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1355	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1356	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1359	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1360	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1364	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1367	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1370	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1371	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1372	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1375	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1500	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1501	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1502	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1503	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1504	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1505	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1506	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:740	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:747	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:748	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:749	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:750	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:751	0 1811.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:140	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:142	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:143	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:145	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:146	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:150	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:152	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:153	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:155	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:156	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:160	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:162	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:163	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:165	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:166	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:167	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:175	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:176	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:177	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:225	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:226	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:227	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:252	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:254	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:255	0 5.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:256	0 5.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:258	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:259	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:268	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:269	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:276	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:277	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:309	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:310	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:312	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:313	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:314	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:316	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:320	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:323	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:333	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:339	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:343	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:345	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:346	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:348	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:349	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:350	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:351	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:352	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:355	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:356	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:357	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:360	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:362	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:363	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:364	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:366	0 5.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:369	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:370	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:371	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:372	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:379	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:383	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:390	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:396	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:397	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:398	0 5.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:404	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:405	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:406	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:407	0 7.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:410	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:411	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:412	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:417	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:418	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:419	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:421	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:423	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:424	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:426	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:427	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:428	0 6.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:443	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:446	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:448	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:459	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:461	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:467	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:468	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:469	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:473	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:475	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:321	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:400	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:112	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:114	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:117	0 3.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:215	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:219	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:391	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:392	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:462	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:463	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:464	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:465	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1187	0 340.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1199	0 363.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1200	0 363.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1201	0 363.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1206	0 363.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1208	0 363.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1218	0 363.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1221	0 363.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1223	0 363.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1233	0 363.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1235	0 363.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1241	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1243	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1244	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1245	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1250	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1252	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1262	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1265	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1267	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1277	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1279	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1304	0 340.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1305	0 340.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1306	0 340.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1311	0 340.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1319	0 340.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1322	0 340.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1330	0 340.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1332	0 340.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1183	0 4.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1191	0 5.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1298	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1299	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1300	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1301	0 2.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1283	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1286	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1287	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:1288	0 1.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:549	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:551	0 338.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:554	0 327.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:558	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:560	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:561	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:563	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:564	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:565	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:567	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:573	0 364.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:574	0 364.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:575	0 350.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:576	0 350.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:577	0 350.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:578	0 350.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:583	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:591	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:593	0 208.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:596	0 201.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:600	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:602	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:603	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:605	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:606	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:607	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:609	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:615	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:616	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:625	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:672	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:682	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:683	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:691	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:701	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:702	0 211.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:706	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:709	0 338.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:710	0 338.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:711	0 338.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:713	0 365.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:717	0 364.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:718	0 364.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:719	0 364.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:720	0 364.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:725	0 338.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:726	0 338.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:729	0 364.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:731	0 364.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:617	0 191.0 0.0
org.joda.time.tz.DateTimeZoneBuilder:618	0 191.0 0.0
