org.jfree.chart.plot.MultiplePiePlot:166	1.0 0.0 1.0
org.jfree.chart.plot.PiePlot:2536	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2539	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2540	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2542	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2545	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2547	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2565	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2566	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2567	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2568	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2569	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2571	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2572	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2575	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2576	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2577	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2578	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2579	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2580	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2581	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2583	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2585	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2587	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2593	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2594	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2595	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2597	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2598	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2601	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2618	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2619	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2620	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2622	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2623	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2626	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2627	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2630	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2631	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2632	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2633	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2634	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2635	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2636	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2637	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2639	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2640	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2646	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2647	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2648	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2650	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2651	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2655	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2664	0 4.0 0.0
org.jfree.chart.plot.PiePlot:2665	0 4.0 0.0
org.jfree.chart.plot.PiePlot:2668	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2669	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2670	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2671	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2672	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2673	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2674	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2675	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2676	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2677	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2680	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2681	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2685	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2688	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2689	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2691	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2692	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2693	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2694	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2698	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2699	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2703	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2704	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2705	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2706	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2711	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2712	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2714	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2715	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2719	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2720	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2779	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2780	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2781	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2783	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2784	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2785	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2787	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2789	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2791	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2793	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2794	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2795	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2796	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2797	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2798	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2799	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2800	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2815	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2816	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2818	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2830	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2831	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2832	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2834	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2835	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2836	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2838	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2840	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2842	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2844	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2845	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2846	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2847	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2848	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2849	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2850	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2851	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2867	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2868	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2870	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2882	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1391	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2666	0 1.0 0.0
org.jfree.chart.plot.PiePlot:614	0 1.0 0.0
org.jfree.chart.plot.PiePlot:615	0 1.0 0.0
org.jfree.chart.plot.PiePlot:640	0 1.0 0.0
org.jfree.chart.plot.PiePlot:641	0 1.0 0.0
org.jfree.chart.plot.PiePlot:642	0 1.0 0.0
org.jfree.chart.plot.PiePlot:665	0 1.0 0.0
org.jfree.chart.plot.PiePlot:668	0 1.0 0.0
org.jfree.chart.plot.PiePlot:669	0 1.0 0.0
org.jfree.chart.plot.PiePlot:671	0 1.0 0.0
org.jfree.chart.plot.PiePlot:697	0 1.0 0.0
org.jfree.chart.plot.PiePlot:702	0 1.0 0.0
org.jfree.chart.plot.PiePlot:703	0 1.0 0.0
org.jfree.chart.plot.PiePlot:704	0 1.0 0.0
org.jfree.chart.plot.PiePlot:707	0 1.0 0.0
org.jfree.chart.plot.PiePlot:730	0 1.0 0.0
org.jfree.chart.plot.PiePlot:731	0 1.0 0.0
org.jfree.chart.plot.PiePlot:745	0 1.0 0.0
org.jfree.chart.plot.PiePlot:773	0 2.0 0.0
org.jfree.chart.plot.PiePlot:774	0 2.0 0.0
org.jfree.chart.plot.PiePlot:775	0 2.0 0.0
org.jfree.chart.plot.PiePlot:801	0 2.0 0.0
org.jfree.chart.plot.PiePlot:802	0 2.0 0.0
org.jfree.chart.plot.PiePlot:803	0 2.0 0.0
org.jfree.chart.plot.PiePlot:934	0 1.0 0.0
org.jfree.chart.plot.PiePlot:935	0 1.0 0.0
org.jfree.chart.plot.PiePlot:936	0 1.0 0.0
org.jfree.chart.plot.PiePlot:959	0 2.0 0.0
org.jfree.chart.plot.PiePlot:962	0 1.0 0.0
org.jfree.chart.plot.PiePlot:963	0 1.0 0.0
org.jfree.chart.plot.PiePlot:964	0 1.0 0.0
org.jfree.chart.plot.PiePlot:991	0 1.0 0.0
org.jfree.chart.plot.PiePlot:992	0 1.0 0.0
org.jfree.chart.plot.PiePlot:993	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1097	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1098	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1099	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1121	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1124	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1125	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1126	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1232	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1233	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1234	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1256	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1259	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1260	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1261	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1283	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1284	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1285	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1307	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1308	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1309	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1331	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1332	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1333	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1374	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1377	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1380	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1381	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1382	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1451	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1452	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1453	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1475	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1476	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1477	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1503	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1504	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1505	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1559	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1560	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1561	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1585	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1588	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1589	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1590	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1612	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1615	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1616	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1617	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1639	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1642	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1643	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1644	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1666	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1669	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1670	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1671	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1693	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1694	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1695	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1717	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1718	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1719	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1741	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1742	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1743	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1765	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1766	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1767	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1967	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1968	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1990	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1993	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1994	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1995	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2017	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2020	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2021	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2022	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2045	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2046	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2047	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2073	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2074	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2075	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2892	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2895	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2898	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2901	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2904	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2907	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2910	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2914	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2918	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2921	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2925	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2930	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2934	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2939	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2942	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2945	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2948	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2952	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2956	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2959	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2962	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2966	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2970	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2974	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2978	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2990	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2993	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2996	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2999	0 1.0 0.0
org.jfree.chart.plot.PiePlot:3005	0 1.0 0.0
org.jfree.chart.plot.PiePlot:3009	0 1.0 0.0
org.jfree.chart.plot.PiePlot:3013	0 1.0 0.0
org.jfree.chart.plot.PiePlot:3016	0 1.0 0.0
org.jfree.chart.plot.PiePlot:3019	0 1.0 0.0
org.jfree.chart.plot.PiePlot:3022	0 2.0 0.0
org.jfree.chart.plot.PiePlot:3026	0 2.0 0.0
org.jfree.chart.plot.PiePlot:3030	0 2.0 0.0
org.jfree.chart.plot.PiePlot:3034	0 1.0 0.0
org.jfree.chart.plot.PiePlot:3049	0 6.0 0.0
org.jfree.chart.plot.PiePlot:3050	0 6.0 0.0
org.jfree.chart.plot.PiePlot:3053	0 6.0 0.0
org.jfree.chart.plot.PiePlot:3057	0 6.0 0.0
org.jfree.chart.plot.PiePlot:3058	0 6.0 0.0
org.jfree.chart.plot.PiePlot:3059	0 6.0 0.0
org.jfree.chart.plot.PiePlot:3062	0 6.0 0.0
org.jfree.chart.plot.PiePlot:3066	0 6.0 0.0
org.jfree.chart.plot.PiePlot:3070	0 6.0 0.0
org.jfree.chart.plot.PiePlot:1920	0 1.0 0.0
org.jfree.chart.plot.PiePlot:3054	0 1.0 0.0
org.jfree.chart.plot.PiePlot:3063	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2059	0 1.0 0.0
org.jfree.chart.plot.PiePlot:3067	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2682	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2717	0 1.0 0.0
org.jfree.chart.plot.PiePlot:947	0 1.0 0.0
org.jfree.chart.plot.PiePlot:960	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2121	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2122	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2124	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2129	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2130	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2132	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2133	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2135	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2136	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2139	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2140	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2146	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2147	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2149	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2151	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2163	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2166	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2167	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2168	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2170	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2172	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2188	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2189	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2190	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2191	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2194	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2195	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2196	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2197	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2198	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2199	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2204	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2206	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2219	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2220	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2221	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2223	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2224	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2225	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2228	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2233	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2234	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2236	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2237	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2238	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2246	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2247	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2248	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2249	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2250	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2253	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2255	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2256	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2259	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2260	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2261	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2262	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2263	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2264	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2265	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2266	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2267	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2268	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2273	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2278	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2281	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2285	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2299	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2300	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2303	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2304	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2305	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2307	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2308	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2309	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2319	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2320	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2321	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2322	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2323	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2326	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2328	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2331	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2332	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2333	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2336	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2337	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2338	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2340	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2341	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2342	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2343	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2344	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2346	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2347	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2348	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2349	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2350	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2351	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2356	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2377	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2378	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2751	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2752	0 1.0 0.0
org.jfree.chart.util.Rotation:114	0 5.0 0.0
org.jfree.chart.util.Rotation:117	0 5.0 0.0
org.jfree.chart.util.Rotation:121	0 5.0 0.0
org.jfree.chart.util.Rotation:123	0 5.0 0.0
org.jfree.chart.util.Rotation:127	0 5.0 0.0
org.jfree.chart.util.Rotation:148	0 5.0 0.0
org.jfree.chart.util.Rotation:149	0 5.0 0.0
org.jfree.chart.util.Rotation:102	0 2.0 0.0
org.jfree.data.DefaultKeyedValues2D:118	0 50.0 0.0
org.jfree.data.DefaultKeyedValues2D:129	0 50.0 0.0
org.jfree.data.DefaultKeyedValues2D:143	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:144	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:145	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:146	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:149	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:150	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:151	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:154	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:182	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:185	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:189	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:320	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:322	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:323	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:326	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:327	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:333	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:334	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:337	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:339	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:340	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:341	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:343	0 43.0 0.0
org.jfree.data.DefaultKeyedValues2D:303	0 37.0 0.0
org.jfree.data.DefaultKeyedValues2D:304	0 37.0 0.0
org.jfree.data.DefaultKeyedValues2D:168	0 9.0 0.0
org.jfree.data.DefaultKeyedValues2D:216	0 9.0 0.0
org.jfree.data.DefaultKeyedValues2D:230	0 1.0 0.0
org.jfree.data.DefaultKeyedValues2D:233	0 1.0 0.0
org.jfree.data.DefaultKeyedValues2D:261	0 1.0 0.0
org.jfree.data.DefaultKeyedValues2D:264	0 1.0 0.0
org.jfree.data.DefaultKeyedValues2D:269	0 1.0 0.0
org.jfree.data.DefaultKeyedValues2D:277	0 1.0 0.0
org.jfree.data.DefaultKeyedValues2D:278	0 1.0 0.0
