org.jfree.chart.renderer.category.MinMaxCategoryRenderer:174	1.0 0.0 1.0
org.jfree.chart.plot.CategoryPlot:869	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:880	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:881	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:882	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:884	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:891	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:999	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1000	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1001	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1003	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1006	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1033	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1034	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1063	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1067	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1068	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1071	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1079	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1090	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1091	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1093	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1096	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1127	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1128	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1129	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1130	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1133	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1156	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1157	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1158	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1160	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1223	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1225	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1226	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1239	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1240	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1241	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1242	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1244	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1256	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1258	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1259	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1272	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1273	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1274	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1275	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1277	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1288	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1301	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1302	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1303	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1305	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1413	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1414	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1415	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1416	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1417	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1420	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1443	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1534	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1644	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1671	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1698	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1750	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1751	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1752	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1754	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1755	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1756	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1757	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1758	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1759	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1760	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1761	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1762	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1764	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1765	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1772	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1837	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1838	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1839	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1840	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1841	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1844	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1848	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1849	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1850	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1853	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1996	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1997	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1998	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1999	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2001	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2002	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2004	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2007	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2069	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2070	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2084	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2093	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2094	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2096	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2097	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2098	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2100	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2102	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2103	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2104	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2157	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2158	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2159	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2160	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2162	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2163	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2165	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2166	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2168	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2215	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2371	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2433	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2438	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2454	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2456	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2462	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2463	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2464	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2465	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2466	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2471	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2488	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2493	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2509	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2510	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2511	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2512	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2513	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2517	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2531	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2532	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2533	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2534	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2559	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2560	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2561	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2566	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2570	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2572	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2575	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2576	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2579	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2580	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2581	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2583	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2587	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2588	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2594	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2597	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2598	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2600	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2602	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2603	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2609	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2610	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2614	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2615	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2617	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2618	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2622	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2625	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2626	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2629	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2630	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2662	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2663	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2664	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2665	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2666	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2667	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2668	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2673	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2674	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2678	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2679	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2680	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2681	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2682	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2683	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2690	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2691	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2693	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2694	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2698	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2700	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2701	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2703	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2708	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2716	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2717	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2723	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2736	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2737	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2738	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2756	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2759	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2760	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2761	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2762	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2767	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2768	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2769	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2770	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2774	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2777	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2779	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2780	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2791	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2793	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2794	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2795	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2796	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2797	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2799	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2800	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2802	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2805	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2807	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2808	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2809	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2810	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2811	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2813	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2814	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2816	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2819	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2821	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2822	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2832	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2850	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2851	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2852	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2853	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2854	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2855	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2856	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2858	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2859	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2861	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2862	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2863	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2864	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2865	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2866	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2867	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2868	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2869	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2903	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2918	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2944	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2958	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2959	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2960	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2961	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2962	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2963	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2964	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2965	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2966	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2967	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2968	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2969	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2972	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2976	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2988	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2989	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2996	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3012	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3013	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3017	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3018	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3019	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3027	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3043	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3044	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3048	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3049	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3050	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3051	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3052	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3053	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3054	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3055	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3058	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3140	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3141	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3143	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3144	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3145	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3153	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3154	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3155	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3156	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3157	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3158	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3160	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3161	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3176	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3177	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3178	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3179	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3180	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3181	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3183	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3190	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3191	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3196	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3208	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3209	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3210	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3211	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3212	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3213	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3220	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3221	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3226	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3325	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3326	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3327	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3328	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3329	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3330	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3332	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3333	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3334	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3335	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3338	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3339	0 1.0 0.0
org.jfree.chart.plot.Plot:195	0 1.0 0.0
org.jfree.chart.plot.Plot:198	0 1.0 0.0
org.jfree.chart.plot.Plot:202	0 1.0 0.0
org.jfree.chart.plot.Plot:205	0 1.0 0.0
org.jfree.chart.plot.Plot:214	0 1.0 0.0
org.jfree.chart.plot.Plot:223	0 1.0 0.0
org.jfree.chart.plot.Plot:227	0 1.0 0.0
org.jfree.chart.plot.Plot:268	0 1.0 0.0
org.jfree.chart.plot.Plot:271	0 1.0 0.0
org.jfree.chart.plot.Plot:288	0 1.0 0.0
org.jfree.chart.plot.Plot:290	0 1.0 0.0
org.jfree.chart.plot.Plot:291	0 1.0 0.0
org.jfree.chart.plot.Plot:292	0 1.0 0.0
org.jfree.chart.plot.Plot:293	0 1.0 0.0
org.jfree.chart.plot.Plot:294	0 1.0 0.0
org.jfree.chart.plot.Plot:295	0 1.0 0.0
org.jfree.chart.plot.Plot:296	0 1.0 0.0
org.jfree.chart.plot.Plot:297	0 1.0 0.0
org.jfree.chart.plot.Plot:298	0 1.0 0.0
org.jfree.chart.plot.Plot:300	0 1.0 0.0
org.jfree.chart.plot.Plot:301	0 1.0 0.0
org.jfree.chart.plot.Plot:302	0 1.0 0.0
org.jfree.chart.plot.Plot:304	0 1.0 0.0
org.jfree.chart.plot.Plot:306	0 1.0 0.0
org.jfree.chart.plot.Plot:308	0 1.0 0.0
org.jfree.chart.plot.Plot:437	0 1.0 0.0
org.jfree.chart.plot.Plot:493	0 1.0 0.0
org.jfree.chart.plot.Plot:606	0 1.0 0.0
org.jfree.chart.plot.Plot:607	0 1.0 0.0
org.jfree.chart.plot.Plot:608	0 1.0 0.0
org.jfree.chart.plot.Plot:612	0 1.0 0.0
org.jfree.chart.plot.Plot:614	0 1.0 0.0
org.jfree.chart.plot.Plot:835	0 1.0 0.0
org.jfree.chart.plot.Plot:872	0 1.0 0.0
org.jfree.chart.plot.Plot:873	0 1.0 0.0
org.jfree.chart.plot.Plot:892	0 1.0 0.0
org.jfree.chart.plot.Plot:893	0 1.0 0.0
org.jfree.chart.plot.Plot:898	0 1.0 0.0
org.jfree.chart.plot.Plot:965	0 1.0 0.0
org.jfree.chart.plot.Plot:968	0 1.0 0.0
org.jfree.chart.plot.Plot:971	0 1.0 0.0
org.jfree.chart.plot.Plot:972	0 1.0 0.0
org.jfree.chart.plot.Plot:987	0 1.0 0.0
org.jfree.chart.plot.Plot:988	0 1.0 0.0
org.jfree.chart.plot.Plot:990	0 1.0 0.0
org.jfree.chart.plot.Plot:991	0 1.0 0.0
org.jfree.chart.plot.Plot:992	0 1.0 0.0
org.jfree.chart.plot.Plot:993	0 1.0 0.0
org.jfree.chart.plot.Plot:1007	0 1.0 0.0
org.jfree.chart.plot.Plot:1020	0 1.0 0.0
org.jfree.chart.plot.Plot:1032	0 1.0 0.0
org.jfree.chart.plot.Plot:1035	0 1.0 0.0
org.jfree.chart.plot.Plot:1036	0 1.0 0.0
org.jfree.chart.plot.Plot:1037	0 1.0 0.0
org.jfree.chart.plot.Plot:1038	0 1.0 0.0
org.jfree.chart.plot.Plot:1040	0 1.0 0.0
org.jfree.chart.plot.Plot:1308	0 1.0 0.0
org.jfree.chart.plot.Plot:1311	0 1.0 0.0
org.jfree.chart.plot.Plot:1315	0 1.0 0.0
org.jfree.chart.plot.Plot:1317	0 1.0 0.0
org.jfree.chart.plot.Plot:1325	0 1.0 0.0
org.jfree.chart.plot.Plot:1333	0 1.0 0.0
org.jfree.chart.plot.Plot:1341	0 1.0 0.0
org.jfree.chart.plot.Plot:1342	0 1.0 0.0
org.jfree.chart.plot.Plot:1345	0 1.0 0.0
org.jfree.chart.plot.Plot:1346	0 1.0 0.0
org.jfree.chart.plot.Plot:1350	0 1.0 0.0
org.jfree.chart.plot.Plot:1353	0 1.0 0.0
org.jfree.chart.plot.Plot:1368	0 1.0 0.0
org.jfree.chart.plot.Plot:1371	0 1.0 0.0
org.jfree.chart.plot.Plot:1375	0 1.0 0.0
org.jfree.chart.plot.Plot:1377	0 1.0 0.0
org.jfree.chart.plot.Plot:1385	0 1.0 0.0
org.jfree.chart.plot.Plot:1386	0 1.0 0.0
org.jfree.chart.plot.Plot:1389	0 1.0 0.0
org.jfree.chart.plot.Plot:1390	0 1.0 0.0
org.jfree.chart.plot.Plot:1411	0 1.0 0.0
org.jfree.chart.plot.Plot:1414	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:75	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:76	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:77	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:87	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:98	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:112	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:126	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:163	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:218	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:219	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:220	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:233	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:234	0 1.0 0.0
org.jfree.data.general.AbstractDataset:96	0 1.0 0.0
org.jfree.data.general.AbstractDataset:97	0 1.0 0.0
org.jfree.data.general.AbstractDataset:98	0 1.0 0.0
org.jfree.data.general.AbstractDataset:99	0 1.0 0.0
org.jfree.data.general.AbstractDataset:134	0 1.0 0.0
org.jfree.data.general.AbstractDataset:135	0 1.0 0.0
org.jfree.data.general.AbstractDataset:172	0 1.0 0.0
