org.jfree.chart.plot.PiePlot:2613	0 0.0 0
org.jfree.chart.plot.CategoryPlot:1079	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1080	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1083	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1139	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1140	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1141	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1142	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:1145	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1168	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1169	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1170	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1172	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1235	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1237	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1238	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1268	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1270	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1271	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1425	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:1426	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:1427	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:1428	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:1429	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:1432	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:1849	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1850	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1851	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1852	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1853	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:1856	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1860	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1861	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1862	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:1865	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2142	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2143	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2157	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2166	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2167	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2169	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2170	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2171	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2173	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2175	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2176	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:2177	0 62.0 0.0
org.jfree.chart.plot.CategoryPlot:3278	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3279	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3281	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3282	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3283	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3285	0 6.0 0.0
org.jfree.chart.plot.CategoryPlot:3291	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3292	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3293	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:3294	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:3295	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:3296	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:3298	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:3299	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3346	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3347	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3348	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3349	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3350	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:3351	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:3358	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:3359	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:3364	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:3690	0 24.0 0.0
org.jfree.chart.plot.CategoryPlot:3691	0 18.0 0.0
org.jfree.chart.plot.CategoryPlot:1187	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1188	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1200	0 16.0 0.0
org.jfree.chart.plot.CategoryPlot:1201	0 16.0 0.0
org.jfree.chart.plot.CategoryPlot:1202	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:1204	0 16.0 0.0
org.jfree.chart.plot.CategoryPlot:1205	0 16.0 0.0
org.jfree.chart.plot.CategoryPlot:1206	0 15.0 0.0
org.jfree.chart.plot.CategoryPlot:1210	0 16.0 0.0
org.jfree.chart.plot.CategoryPlot:1211	0 16.0 0.0
org.jfree.chart.plot.CategoryPlot:1213	0 16.0 0.0
org.jfree.chart.plot.CategoryPlot:1300	0 35.0 0.0
org.jfree.chart.plot.CategoryPlot:1313	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:1314	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:1315	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:1317	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:1873	0 22.0 0.0
org.jfree.chart.plot.CategoryPlot:1874	0 22.0 0.0
org.jfree.chart.plot.CategoryPlot:1887	0 22.0 0.0
org.jfree.chart.plot.CategoryPlot:1888	0 22.0 0.0
org.jfree.chart.plot.CategoryPlot:1889	0 22.0 0.0
org.jfree.chart.plot.CategoryPlot:1891	0 22.0 0.0
org.jfree.chart.plot.CategoryPlot:538	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:594	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:607	0 15.0 0.0
org.jfree.chart.plot.CategoryPlot:608	0 15.0 0.0
org.jfree.chart.plot.CategoryPlot:609	0 15.0 0.0
org.jfree.chart.plot.CategoryPlot:611	0 15.0 0.0
org.jfree.chart.plot.CategoryPlot:618	0 15.0 0.0
org.jfree.chart.plot.CategoryPlot:715	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:728	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:729	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:730	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:732	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:735	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:811	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:822	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:823	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:824	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:825	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:830	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1011	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1012	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1013	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1015	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1018	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1091	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1102	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1103	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1105	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1108	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1251	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1252	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1253	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1254	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1256	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1284	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1285	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1286	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1287	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1289	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1455	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1546	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1656	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1683	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1710	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1762	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1763	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1764	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1766	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1767	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1768	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1769	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1770	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1771	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1772	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1773	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1774	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:1776	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:1777	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:1784	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2008	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2009	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2010	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2011	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2013	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2014	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2016	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2019	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2230	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2231	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2232	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2233	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2235	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2236	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2238	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2239	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2241	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2353	0 15.0 0.0
org.jfree.chart.plot.CategoryPlot:2509	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2571	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2576	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2592	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2594	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2600	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2601	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2602	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2603	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2604	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2609	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2626	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2631	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2647	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2648	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2649	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2650	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2651	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2655	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2669	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2670	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2671	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2672	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2697	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2698	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2699	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2704	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2708	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2710	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2713	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2714	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2717	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2718	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2719	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2721	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2725	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2726	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2732	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2735	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2736	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2738	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2740	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2741	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2747	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2748	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2752	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2753	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2755	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2756	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2760	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2763	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2764	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2767	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2768	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2800	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2801	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2802	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2803	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2804	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2805	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2806	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2811	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2812	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2816	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2817	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2818	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2819	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2820	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2821	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2828	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2829	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2831	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2832	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2836	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2838	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2839	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2841	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2846	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2854	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2855	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2861	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2874	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:2875	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:2876	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:2894	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2897	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2898	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2899	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2900	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2905	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2906	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2907	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2908	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2912	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2915	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2917	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2918	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2919	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:2920	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:2921	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:2923	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:2924	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:2926	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:2929	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2931	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2932	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2943	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2945	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2946	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2947	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2948	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2949	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2951	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2952	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2954	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2957	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2959	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2960	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2970	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2988	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2989	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2990	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2991	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2992	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2993	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2994	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:2996	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:2997	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:2999	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:3000	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:3001	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:3002	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:3003	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:3004	0 8.0 0.0
org.jfree.chart.plot.CategoryPlot:3005	0 8.0 0.0
org.jfree.chart.plot.CategoryPlot:3006	0 8.0 0.0
org.jfree.chart.plot.CategoryPlot:3007	0 8.0 0.0
org.jfree.chart.plot.CategoryPlot:3041	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3056	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3082	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3096	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3097	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3098	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3099	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3100	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3101	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3102	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3103	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3104	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3105	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3106	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3107	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3110	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3114	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3126	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3127	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3134	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3150	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3151	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3155	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3156	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3157	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3165	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3181	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3182	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3186	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3187	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3188	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3189	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3190	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3191	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3192	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3193	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3196	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3314	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3315	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3316	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3317	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3318	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3319	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:3321	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:3328	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:3329	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:3334	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3463	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3464	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3465	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3466	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3467	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:3468	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:3470	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:3471	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:3472	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:3473	0 10.0 0.0
org.jfree.chart.plot.CategoryPlot:3476	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:3477	0 14.0 0.0
org.jfree.chart.plot.CategoryPlot:1500	0 9.0 0.0
org.jfree.chart.plot.CategoryPlot:1503	0 9.0 0.0
org.jfree.chart.plot.CategoryPlot:1504	0 9.0 0.0
org.jfree.chart.plot.CategoryPlot:1505	0 9.0 0.0
org.jfree.chart.plot.CategoryPlot:1531	0 5.0 0.0
org.jfree.chart.plot.CategoryPlot:1534	0 5.0 0.0
org.jfree.chart.plot.CategoryPlot:1535	0 5.0 0.0
org.jfree.chart.plot.CategoryPlot:1536	0 5.0 0.0
org.jfree.chart.plot.CategoryPlot:3022	0 2.0 0.0
org.jfree.chart.plot.CategoryPlot:3023	0 2.0 0.0
org.jfree.chart.plot.CategoryPlot:3031	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:3032	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:2842	0 4.0 0.0
org.jfree.chart.plot.CategoryPlot:3693	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3696	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3700	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3702	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3705	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3708	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3711	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3714	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3717	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3720	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3723	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3727	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3731	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3734	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3737	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3740	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3743	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3746	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3749	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3753	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3757	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3760	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3764	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3768	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3771	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3774	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3777	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3781	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3785	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3789	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3793	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3797	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3800	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3803	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3807	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3812	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:3881	0 6.0 0.0
org.jfree.chart.plot.CategoryPlot:3882	0 6.0 0.0
org.jfree.chart.plot.CategoryPlot:3883	0 6.0 0.0
org.jfree.chart.plot.CategoryPlot:3884	0 6.0 0.0
org.jfree.chart.plot.CategoryPlot:3885	0 6.0 0.0
org.jfree.chart.plot.CategoryPlot:3886	0 6.0 0.0
org.jfree.chart.plot.CategoryPlot:3887	0 6.0 0.0
org.jfree.chart.plot.CategoryPlot:3888	0 6.0 0.0
