org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1793	1.0 0.0 1.0
org.jfree.chart.labels.ItemLabelPosition:174	0 99.0 0.0
org.jfree.chart.labels.ItemLabelPosition:177	0 99.0 0.0
org.jfree.chart.labels.ItemLabelPosition:180	0 99.0 0.0
org.jfree.chart.labels.ItemLabelPosition:181	0 99.0 0.0
org.jfree.chart.labels.ItemLabelPosition:184	0 99.0 0.0
org.jfree.chart.labels.ItemLabelPosition:187	0 99.0 0.0
org.jfree.chart.labels.ItemLabelPosition:190	0 99.0 0.0
org.jfree.chart.labels.ItemLabelPosition:193	0 99.0 0.0
org.jfree.chart.labels.ItemLabelPosition:178	0 4.0 0.0
org.jfree.chart.labels.ItemLabelPosition:77	0 4.0 0.0
org.jfree.chart.labels.ItemLabelPosition:79	0 4.0 0.0
org.jfree.chart.labels.ItemLabelPosition:182	0 1.0 0.0
org.jfree.chart.util.BooleanList:71	0 108.0 0.0
org.jfree.chart.util.BooleanList:93	0 139.0 0.0
org.jfree.chart.util.BooleanList:94	0 139.0 0.0
org.jfree.chart.util.BooleanList:105	0 26.0 0.0
org.jfree.chart.util.BooleanList:82	0 15.0 0.0
org.jfree.chart.util.BooleanList:83	0 15.0 0.0
org.jfree.chart.util.PaintList:70	0 59.0 0.0
org.jfree.chart.util.PaintList:81	0 62.0 0.0
org.jfree.chart.util.PaintList:82	0 62.0 0.0
org.jfree.chart.util.PaintList:92	0 139.0 0.0
org.jfree.chart.util.PaintList:95	0 139.0 0.0
org.jfree.chart.util.PaintList:98	0 139.0 0.0
org.jfree.chart.util.PaintList:99	0 139.0 0.0
org.jfree.chart.util.PaintList:100	0 139.0 0.0
org.jfree.chart.util.PaintList:101	0 139.0 0.0
org.jfree.chart.util.PaintList:107	0 139.0 0.0
org.jfree.chart.util.PaintList:142	0 43.0 0.0
org.jfree.chart.util.PaintList:143	0 43.0 0.0
org.jfree.chart.util.PaintList:144	0 43.0 0.0
org.jfree.chart.util.PaintList:145	0 43.0 0.0
org.jfree.chart.util.PaintList:156	0 43.0 0.0
org.jfree.chart.util.PaintList:169	0 43.0 0.0
org.jfree.chart.util.PaintList:170	0 43.0 0.0
org.jfree.chart.util.PaintList:171	0 43.0 0.0
org.jfree.chart.util.PaintList:178	0 43.0 0.0
org.jfree.chart.util.PaintList:116	0 26.0 0.0
org.jfree.chart.util.PaintList:117	0 26.0 0.0
org.jfree.chart.util.PaintList:118	0 26.0 0.0
org.jfree.chart.util.PaintList:121	0 26.0 0.0
org.jfree.chart.util.PaintList:130	0 26.0 0.0
org.jfree.chart.util.PaintList:102	0 3.0 0.0
org.jfree.chart.util.PaintList:103	0 2.0 0.0
org.jfree.chart.util.PaintList:122	0 1.0 0.0
org.jfree.chart.util.PaintList:123	0 1.0 0.0
org.jfree.chart.util.PaintList:146	0 1.0 0.0
org.jfree.chart.util.PaintList:147	0 1.0 0.0
org.jfree.chart.util.PaintList:148	0 1.0 0.0
org.jfree.chart.util.PaintList:149	0 1.0 0.0
org.jfree.chart.util.PaintList:172	0 1.0 0.0
org.jfree.chart.util.PaintList:173	0 1.0 0.0
org.jfree.chart.util.PaintList:174	0 1.0 0.0
org.jfree.chart.util.ShapeList:105	0 139.0 0.0
org.jfree.chart.util.ShapeList:108	0 139.0 0.0
org.jfree.chart.util.ShapeList:111	0 139.0 0.0
org.jfree.chart.util.ShapeList:112	0 139.0 0.0
org.jfree.chart.util.ShapeList:113	0 139.0 0.0
org.jfree.chart.util.ShapeList:118	0 139.0 0.0
org.jfree.chart.util.ShapeList:140	0 43.0 0.0
org.jfree.chart.util.ShapeList:141	0 43.0 0.0
org.jfree.chart.util.ShapeList:142	0 43.0 0.0
org.jfree.chart.util.ShapeList:143	0 43.0 0.0
org.jfree.chart.util.ShapeList:154	0 43.0 0.0
org.jfree.chart.util.ShapeList:167	0 43.0 0.0
org.jfree.chart.util.ShapeList:168	0 43.0 0.0
org.jfree.chart.util.ShapeList:169	0 43.0 0.0
org.jfree.chart.util.ShapeList:176	0 43.0 0.0
org.jfree.chart.util.ShapeList:70	0 22.0 0.0
org.jfree.chart.util.ShapeList:81	0 18.0 0.0
org.jfree.chart.util.ShapeList:82	0 18.0 0.0
org.jfree.chart.util.ShapeList:93	0 42.0 0.0
org.jfree.chart.util.ShapeList:114	0 2.0 0.0
org.jfree.chart.util.ShapeList:115	0 2.0 0.0
org.jfree.chart.util.StrokeList:69	0 39.0 0.0
org.jfree.chart.util.StrokeList:80	0 33.0 0.0
org.jfree.chart.util.StrokeList:81	0 33.0 0.0
org.jfree.chart.util.StrokeList:103	0 139.0 0.0
org.jfree.chart.util.StrokeList:107	0 139.0 0.0
org.jfree.chart.util.StrokeList:111	0 139.0 0.0
org.jfree.chart.util.StrokeList:112	0 139.0 0.0
org.jfree.chart.util.StrokeList:137	0 43.0 0.0
org.jfree.chart.util.StrokeList:138	0 43.0 0.0
org.jfree.chart.util.StrokeList:139	0 43.0 0.0
org.jfree.chart.util.StrokeList:140	0 43.0 0.0
org.jfree.chart.util.StrokeList:151	0 43.0 0.0
org.jfree.chart.util.StrokeList:164	0 43.0 0.0
org.jfree.chart.util.StrokeList:165	0 43.0 0.0
org.jfree.chart.util.StrokeList:166	0 43.0 0.0
org.jfree.chart.util.StrokeList:173	0 43.0 0.0
org.jfree.chart.util.StrokeList:91	0 42.0 0.0
org.jfree.chart.util.StrokeList:125	0 26.0 0.0
org.jfree.chart.text.TextAnchor:147	0 103.0 0.0
org.jfree.chart.text.TextAnchor:148	0 101.0 0.0
org.jfree.chart.text.TextAnchor:150	0 44.0 0.0
org.jfree.chart.text.TextAnchor:154	0 44.0 0.0
org.jfree.chart.text.TextAnchor:155	0 44.0 0.0
org.jfree.chart.text.TextAnchor:156	0 44.0 0.0
org.jfree.chart.text.TextAnchor:159	0 44.0 0.0
org.jfree.chart.text.TextAnchor:179	0 44.0 0.0
org.jfree.chart.text.TextAnchor:180	0 44.0 0.0
org.jfree.chart.text.TextAnchor:183	0 44.0 0.0
org.jfree.chart.text.TextAnchor:186	0 44.0 0.0
org.jfree.chart.text.TextAnchor:189	0 44.0 0.0
org.jfree.chart.text.TextAnchor:192	0 44.0 0.0
org.jfree.chart.text.TextAnchor:195	0 44.0 0.0
org.jfree.chart.text.TextAnchor:198	0 44.0 0.0
org.jfree.chart.text.TextAnchor:201	0 44.0 0.0
org.jfree.chart.text.TextAnchor:204	0 44.0 0.0
org.jfree.chart.text.TextAnchor:207	0 44.0 0.0
org.jfree.chart.text.TextAnchor:210	0 44.0 0.0
org.jfree.chart.text.TextAnchor:211	0 44.0 0.0
org.jfree.chart.text.TextAnchor:225	0 44.0 0.0
org.jfree.chart.text.TextAnchor:184	0 40.0 0.0
org.jfree.chart.text.TextAnchor:193	0 38.0 0.0
org.jfree.chart.LegendItem:196	0 27.0 0.0
org.jfree.chart.LegendItem:202	0 27.0 0.0
org.jfree.chart.LegendItem:338	0 27.0 0.0
org.jfree.chart.LegendItem:340	0 27.0 0.0
org.jfree.chart.LegendItem:343	0 27.0 0.0
org.jfree.chart.LegendItem:346	0 27.0 0.0
org.jfree.chart.LegendItem:349	0 27.0 0.0
org.jfree.chart.LegendItem:352	0 27.0 0.0
org.jfree.chart.LegendItem:356	0 27.0 0.0
org.jfree.chart.LegendItem:357	0 27.0 0.0
org.jfree.chart.LegendItem:358	0 27.0 0.0
org.jfree.chart.LegendItem:359	0 27.0 0.0
org.jfree.chart.LegendItem:360	0 27.0 0.0
org.jfree.chart.LegendItem:361	0 27.0 0.0
org.jfree.chart.LegendItem:362	0 27.0 0.0
org.jfree.chart.LegendItem:363	0 27.0 0.0
org.jfree.chart.LegendItem:364	0 27.0 0.0
org.jfree.chart.LegendItem:365	0 27.0 0.0
org.jfree.chart.LegendItem:366	0 27.0 0.0
org.jfree.chart.LegendItem:367	0 27.0 0.0
org.jfree.chart.LegendItem:368	0 27.0 0.0
org.jfree.chart.LegendItem:369	0 27.0 0.0
org.jfree.chart.LegendItem:370	0 27.0 0.0
org.jfree.chart.LegendItem:371	0 27.0 0.0
org.jfree.chart.LegendItem:372	0 27.0 0.0
org.jfree.chart.LegendItem:373	0 27.0 0.0
org.jfree.chart.LegendItem:374	0 27.0 0.0
org.jfree.chart.LegendItem:561	0 12.0 0.0
org.jfree.chart.LegendItem:572	0 25.0 0.0
org.jfree.chart.LegendItem:573	0 25.0 0.0
org.jfree.chart.LegendItem:612	0 12.0 0.0
org.jfree.chart.LegendItem:623	0 25.0 0.0
org.jfree.chart.LegendItem:624	0 25.0 0.0
org.jfree.chart.LegendItem:645	0 25.0 0.0
org.jfree.chart.LegendItem:646	0 25.0 0.0
org.jfree.chart.LegendItem:654	0 21.0 0.0
org.jfree.chart.LegendItem:665	0 11.0 0.0
org.jfree.chart.LegendItem:687	0 11.0 0.0
org.jfree.chart.LegendItem:741	0 11.0 0.0
org.jfree.chart.LegendItem:764	0 11.0 0.0
org.jfree.chart.LegendItem:788	0 11.0 0.0
org.jfree.chart.LegendItem:814	0 11.0 0.0
org.jfree.chart.LegendItem:838	0 11.0 0.0
org.jfree.chart.LegendItem:847	0 11.0 0.0
org.jfree.chart.LegendItem:871	0 11.0 0.0
org.jfree.chart.LegendItem:880	0 11.0 0.0
org.jfree.chart.LegendItem:889	0 11.0 0.0
org.jfree.chart.LegendItem:912	0 11.0 0.0
org.jfree.chart.LegendItem:937	0 11.0 0.0
org.jfree.chart.LegendItem:961	0 11.0 0.0
org.jfree.chart.LegendItem:986	0 11.0 0.0
org.jfree.chart.LegendItem:1015	0 11.0 0.0
org.jfree.chart.LegendItem:599	0 22.0 0.0
org.jfree.chart.LegendItem:600	0 22.0 0.0
org.jfree.chart.LegendItem:676	0 22.0 0.0
org.jfree.chart.LegendItem:677	0 22.0 0.0
org.jfree.chart.LegendItem:246	0 8.0 0.0
org.jfree.chart.LegendItem:253	0 8.0 0.0
org.jfree.chart.LegendItem:1029	0 4.0 0.0
org.jfree.chart.LegendItem:1032	0 4.0 0.0
org.jfree.chart.LegendItem:1033	0 4.0 0.0
org.jfree.chart.LegendItem:226	0 2.0 0.0
org.jfree.chart.LegendItem:228	0 2.0 0.0
org.jfree.chart.LegendItem:753	0 1.0 0.0
org.jfree.chart.LegendItem:754	0 1.0 0.0
org.jfree.chart.LegendItem:777	0 1.0 0.0
org.jfree.chart.LegendItem:778	0 1.0 0.0
org.jfree.chart.LegendItem:923	0 1.0 0.0
org.jfree.chart.LegendItem:926	0 1.0 0.0
org.jfree.chart.LegendItem:927	0 1.0 0.0
org.jfree.chart.LegendItem:950	0 1.0 0.0
org.jfree.chart.LegendItem:951	0 1.0 0.0
org.jfree.chart.LegendItem:1043	0 1.0 0.0
org.jfree.chart.LegendItem:1046	0 1.0 0.0
org.jfree.chart.LegendItem:1049	0 1.0 0.0
org.jfree.chart.LegendItem:1050	0 1.0 0.0
org.jfree.chart.LegendItem:1053	0 1.0 0.0
org.jfree.chart.LegendItem:1056	0 1.0 0.0
org.jfree.chart.LegendItem:1059	0 1.0 0.0
org.jfree.chart.LegendItem:1063	0 1.0 0.0
org.jfree.chart.LegendItem:1066	0 1.0 0.0
org.jfree.chart.LegendItem:1069	0 1.0 0.0
org.jfree.chart.LegendItem:1072	0 1.0 0.0
org.jfree.chart.LegendItem:1075	0 1.0 0.0
org.jfree.chart.LegendItem:1078	0 1.0 0.0
org.jfree.chart.LegendItem:1082	0 1.0 0.0
org.jfree.chart.LegendItem:1085	0 1.0 0.0
org.jfree.chart.LegendItem:1088	0 1.0 0.0
org.jfree.chart.LegendItem:1091	0 1.0 0.0
org.jfree.chart.LegendItem:1094	0 1.0 0.0
org.jfree.chart.LegendItem:1097	0 1.0 0.0
org.jfree.chart.LegendItem:1100	0 1.0 0.0
org.jfree.chart.LegendItem:1103	0 1.0 0.0
org.jfree.chart.LegendItem:1106	0 1.0 0.0
org.jfree.chart.LegendItem:1109	0 1.0 0.0
org.jfree.chart.LegendItem:275	0 5.0 0.0
org.jfree.chart.LegendItem:282	0 5.0 0.0
org.jfree.chart.LegendItem:586	0 10.0 0.0
org.jfree.chart.LegendItem:634	0 10.0 0.0
org.jfree.chart.LegendItem:213	0 1.0 0.0
org.jfree.chart.LegendItem:214	0 1.0 0.0
org.jfree.chart.axis.Axis:143	0 210.0 0.0
org.jfree.chart.axis.Axis:147	0 210.0 0.0
org.jfree.chart.axis.Axis:150	0 210.0 0.0
org.jfree.chart.axis.Axis:154	0 210.0 0.0
org.jfree.chart.axis.Axis:157	0 210.0 0.0
org.jfree.chart.axis.Axis:163	0 210.0 0.0
org.jfree.chart.axis.Axis:167	0 210.0 0.0
org.jfree.chart.axis.Axis:170	0 210.0 0.0
org.jfree.chart.axis.Axis:177	0 210.0 0.0
org.jfree.chart.axis.Axis:180	0 210.0 0.0
org.jfree.chart.axis.Axis:307	0 191.0 0.0
org.jfree.chart.axis.Axis:309	0 191.0 0.0
org.jfree.chart.axis.Axis:310	0 191.0 0.0
org.jfree.chart.axis.Axis:311	0 191.0 0.0
org.jfree.chart.axis.Axis:312	0 191.0 0.0
org.jfree.chart.axis.Axis:313	0 191.0 0.0
org.jfree.chart.axis.Axis:314	0 191.0 0.0
org.jfree.chart.axis.Axis:315	0 191.0 0.0
org.jfree.chart.axis.Axis:316	0 191.0 0.0
org.jfree.chart.axis.Axis:318	0 191.0 0.0
org.jfree.chart.axis.Axis:319	0 191.0 0.0
org.jfree.chart.axis.Axis:320	0 191.0 0.0
org.jfree.chart.axis.Axis:322	0 191.0 0.0
org.jfree.chart.axis.Axis:323	0 191.0 0.0
org.jfree.chart.axis.Axis:324	0 191.0 0.0
org.jfree.chart.axis.Axis:325	0 191.0 0.0
org.jfree.chart.axis.Axis:327	0 191.0 0.0
org.jfree.chart.axis.Axis:328	0 191.0 0.0
org.jfree.chart.axis.Axis:329	0 191.0 0.0
org.jfree.chart.axis.Axis:330	0 191.0 0.0
org.jfree.chart.axis.Axis:331	0 191.0 0.0
org.jfree.chart.axis.Axis:333	0 191.0 0.0
org.jfree.chart.axis.Axis:334	0 191.0 0.0
org.jfree.chart.axis.Axis:335	0 191.0 0.0
org.jfree.chart.axis.Axis:337	0 191.0 0.0
org.jfree.chart.axis.Axis:339	0 191.0 0.0
org.jfree.chart.axis.Axis:341	0 191.0 0.0
org.jfree.chart.axis.Axis:1222	0 124.0 0.0
org.jfree.chart.axis.Axis:1223	0 124.0 0.0
org.jfree.chart.axis.Axis:1228	0 124.0 0.0
org.jfree.chart.axis.Axis:1441	0 10.0 0.0
org.jfree.chart.axis.Axis:1443	0 10.0 0.0
org.jfree.chart.axis.Axis:1444	0 10.0 0.0
org.jfree.chart.axis.Axis:1445	0 10.0 0.0
org.jfree.chart.axis.Axis:1456	0 37.0 0.0
org.jfree.chart.axis.Axis:1459	0 37.0 0.0
org.jfree.chart.axis.Axis:1462	0 37.0 0.0
org.jfree.chart.axis.Axis:1463	0 37.0 0.0
org.jfree.chart.axis.Axis:1466	0 37.0 0.0
org.jfree.chart.axis.Axis:1469	0 37.0 0.0
org.jfree.chart.axis.Axis:1472	0 37.0 0.0
org.jfree.chart.axis.Axis:1475	0 37.0 0.0
org.jfree.chart.axis.Axis:1478	0 37.0 0.0
org.jfree.chart.axis.Axis:1481	0 37.0 0.0
org.jfree.chart.axis.Axis:1484	0 37.0 0.0
org.jfree.chart.axis.Axis:1487	0 37.0 0.0
org.jfree.chart.axis.Axis:1490	0 37.0 0.0
org.jfree.chart.axis.Axis:1493	0 37.0 0.0
org.jfree.chart.axis.Axis:1496	0 37.0 0.0
org.jfree.chart.axis.Axis:1499	0 37.0 0.0
org.jfree.chart.axis.Axis:1502	0 37.0 0.0
org.jfree.chart.axis.Axis:1505	0 37.0 0.0
org.jfree.chart.axis.Axis:1510	0 37.0 0.0
org.jfree.chart.axis.Axis:1513	0 37.0 0.0
org.jfree.chart.axis.Axis:1516	0 37.0 0.0
org.jfree.chart.axis.Axis:1519	0 37.0 0.0
org.jfree.chart.axis.Axis:1522	0 37.0 0.0
org.jfree.chart.axis.Axis:1525	0 37.0 0.0
org.jfree.chart.axis.Axis:1528	0 37.0 0.0
org.jfree.chart.axis.Axis:1531	0 37.0 0.0
org.jfree.chart.axis.Axis:1535	0 37.0 0.0
org.jfree.chart.axis.Axis:1538	0 37.0 0.0
org.jfree.chart.axis.Axis:1549	0 17.0 0.0
org.jfree.chart.axis.Axis:1550	0 17.0 0.0
org.jfree.chart.axis.Axis:1551	0 17.0 0.0
org.jfree.chart.axis.Axis:1552	0 17.0 0.0
org.jfree.chart.axis.Axis:1553	0 17.0 0.0
org.jfree.chart.axis.Axis:1554	0 17.0 0.0
org.jfree.chart.axis.Axis:1555	0 17.0 0.0
org.jfree.chart.axis.Axis:1556	0 17.0 0.0
org.jfree.chart.axis.Axis:1568	0 17.0 0.0
org.jfree.chart.axis.Axis:1569	0 17.0 0.0
org.jfree.chart.axis.Axis:1570	0 17.0 0.0
org.jfree.chart.axis.Axis:1571	0 17.0 0.0
org.jfree.chart.axis.Axis:1572	0 17.0 0.0
org.jfree.chart.axis.Axis:1573	0 17.0 0.0
org.jfree.chart.axis.Axis:1574	0 17.0 0.0
org.jfree.chart.axis.Axis:1575	0 17.0 0.0
org.jfree.chart.axis.Axis:1576	0 17.0 0.0
org.jfree.chart.axis.Axis:431	0 103.0 0.0
org.jfree.chart.axis.Axis:434	0 103.0 0.0
org.jfree.chart.axis.Axis:435	0 103.0 0.0
org.jfree.chart.axis.Axis:436	0 103.0 0.0
org.jfree.chart.axis.Axis:438	0 103.0 0.0
org.jfree.chart.axis.Axis:460	0 103.0 0.0
org.jfree.chart.axis.Axis:463	0 103.0 0.0
org.jfree.chart.axis.Axis:464	0 103.0 0.0
org.jfree.chart.axis.Axis:465	0 103.0 0.0
org.jfree.chart.axis.Axis:761	0 103.0 0.0
org.jfree.chart.axis.Axis:765	0 103.0 0.0
org.jfree.chart.axis.Axis:770	0 103.0 0.0
org.jfree.chart.axis.Axis:792	0 103.0 0.0
org.jfree.chart.axis.Axis:795	0 103.0 0.0
org.jfree.chart.axis.Axis:796	0 103.0 0.0
org.jfree.chart.axis.Axis:797	0 103.0 0.0
org.jfree.chart.axis.Axis:1030	0 173.0 0.0
org.jfree.chart.axis.Axis:1043	0 172.0 0.0
org.jfree.chart.axis.Axis:1044	0 172.0 0.0
org.jfree.chart.axis.Axis:1045	0 172.0 0.0
org.jfree.chart.axis.Axis:1187	0 172.0 0.0
org.jfree.chart.axis.Axis:1188	0 172.0 0.0
org.jfree.chart.axis.Axis:1198	0 10.0 0.0
org.jfree.chart.axis.Axis:1199	0 10.0 0.0
org.jfree.chart.axis.Axis:1224	0 106.0 0.0
org.jfree.chart.axis.Axis:1225	0 106.0 0.0
org.jfree.chart.axis.Axis:1236	0 105.0 0.0
org.jfree.chart.axis.Axis:1237	0 105.0 0.0
org.jfree.chart.axis.Axis:838	0 45.0 0.0
org.jfree.chart.axis.Axis:380	0 57.0 0.0
org.jfree.chart.axis.Axis:352	0 55.0 0.0
org.jfree.chart.axis.Axis:419	0 55.0 0.0
org.jfree.chart.axis.Axis:448	0 44.0 0.0
org.jfree.chart.axis.Axis:476	0 55.0 0.0
org.jfree.chart.axis.Axis:520	0 55.0 0.0
org.jfree.chart.axis.Axis:602	0 44.0 0.0
org.jfree.chart.axis.Axis:628	0 44.0 0.0
org.jfree.chart.axis.Axis:655	0 44.0 0.0
org.jfree.chart.axis.Axis:684	0 55.0 0.0
org.jfree.chart.axis.Axis:719	0 36.0 0.0
org.jfree.chart.axis.Axis:748	0 55.0 0.0
org.jfree.chart.axis.Axis:780	0 47.0 0.0
org.jfree.chart.axis.Axis:807	0 55.0 0.0
org.jfree.chart.axis.Axis:865	0 44.0 0.0
org.jfree.chart.axis.Axis:890	0 44.0 0.0
org.jfree.chart.axis.Axis:914	0 44.0 0.0
org.jfree.chart.axis.Axis:943	0 44.0 0.0
org.jfree.chart.axis.Axis:1055	0 55.0 0.0
org.jfree.chart.axis.Axis:1151	0 42.0 0.0
org.jfree.chart.axis.Axis:1152	0 31.0 0.0
org.jfree.chart.axis.Axis:1250	0 55.0 0.0
org.jfree.chart.axis.Axis:1251	0 55.0 0.0
org.jfree.chart.axis.Axis:1252	0 55.0 0.0
org.jfree.chart.axis.Axis:1253	0 55.0 0.0
org.jfree.chart.axis.Axis:1254	0 55.0 0.0
org.jfree.chart.axis.Axis:1255	0 55.0 0.0
org.jfree.chart.axis.Axis:1256	0 55.0 0.0
org.jfree.chart.axis.Axis:1257	0 55.0 0.0
org.jfree.chart.axis.Axis:1258	0 55.0 0.0
org.jfree.chart.axis.Axis:1259	0 55.0 0.0
org.jfree.chart.axis.Axis:1261	0 55.0 0.0
org.jfree.chart.axis.Axis:1262	0 55.0 0.0
org.jfree.chart.axis.Axis:1263	0 55.0 0.0
org.jfree.chart.axis.Axis:1265	0 55.0 0.0
org.jfree.chart.axis.Axis:1266	0 55.0 0.0
org.jfree.chart.axis.Axis:1269	0 55.0 0.0
org.jfree.chart.axis.Axis:1291	0 44.0 0.0
org.jfree.chart.axis.Axis:1295	0 44.0 0.0
org.jfree.chart.axis.Axis:1299	0 44.0 0.0
org.jfree.chart.axis.Axis:1300	0 44.0 0.0
org.jfree.chart.axis.Axis:1301	0 44.0 0.0
org.jfree.chart.axis.Axis:1302	0 44.0 0.0
org.jfree.chart.axis.Axis:1303	0 44.0 0.0
org.jfree.chart.axis.Axis:1304	0 44.0 0.0
org.jfree.chart.axis.Axis:1305	0 44.0 0.0
org.jfree.chart.axis.Axis:1307	0 44.0 0.0
org.jfree.chart.axis.Axis:1325	0 44.0 0.0
org.jfree.chart.axis.Axis:1326	0 39.0 0.0
org.jfree.chart.axis.Axis:1329	0 39.0 0.0
org.jfree.chart.axis.Axis:1330	0 39.0 0.0
org.jfree.chart.axis.Axis:1331	0 39.0 0.0
org.jfree.chart.axis.Axis:1332	0 39.0 0.0
org.jfree.chart.axis.Axis:1333	0 39.0 0.0
org.jfree.chart.axis.Axis:1334	0 39.0 0.0
org.jfree.chart.axis.Axis:1336	0 39.0 0.0
org.jfree.chart.axis.Axis:1338	0 39.0 0.0
org.jfree.chart.axis.Axis:1340	0 39.0 0.0
org.jfree.chart.axis.Axis:1342	0 39.0 0.0
org.jfree.chart.axis.Axis:1343	0 44.0 0.0
org.jfree.chart.axis.Axis:1344	0 44.0 0.0
org.jfree.chart.axis.Axis:1347	0 44.0 0.0
org.jfree.chart.axis.Axis:1348	0 44.0 0.0
org.jfree.chart.axis.Axis:1349	0 44.0 0.0
org.jfree.chart.axis.Axis:1350	0 44.0 0.0
org.jfree.chart.axis.Axis:1351	0 44.0 0.0
org.jfree.chart.axis.Axis:1353	0 44.0 0.0
org.jfree.chart.axis.Axis:1354	0 44.0 0.0
org.jfree.chart.axis.Axis:1357	0 44.0 0.0
org.jfree.chart.axis.Axis:1359	0 44.0 0.0
org.jfree.chart.axis.Axis:1361	0 44.0 0.0
org.jfree.chart.axis.Axis:1384	0 44.0 0.0
org.jfree.chart.axis.Axis:1385	0 37.0 0.0
org.jfree.chart.axis.Axis:1386	0 37.0 0.0
org.jfree.chart.axis.Axis:1394	0 44.0 0.0
org.jfree.chart.axis.Axis:1409	0 36.0 0.0
org.jfree.chart.axis.Axis:1410	0 36.0 0.0
org.jfree.chart.axis.Axis:1414	0 36.0 0.0
org.jfree.chart.axis.Axis:1415	0 31.0 0.0
org.jfree.chart.axis.Axis:1426	0 36.0 0.0
org.jfree.chart.axis.Axis:1427	0 36.0 0.0
org.jfree.chart.axis.Axis:1428	0 36.0 0.0
org.jfree.chart.axis.Axis:1430	0 36.0 0.0
org.jfree.chart.axis.Axis:616	0 1.0 0.0
org.jfree.chart.axis.Axis:617	0 1.0 0.0
org.jfree.chart.axis.Axis:618	0 1.0 0.0
org.jfree.chart.axis.Axis:640	0 1.0 0.0
org.jfree.chart.axis.Axis:643	0 1.0 0.0
org.jfree.chart.axis.Axis:644	0 1.0 0.0
org.jfree.chart.axis.Axis:645	0 1.0 0.0
org.jfree.chart.axis.Axis:667	0 1.0 0.0
org.jfree.chart.axis.Axis:670	0 1.0 0.0
org.jfree.chart.axis.Axis:671	0 1.0 0.0
org.jfree.chart.axis.Axis:672	0 1.0 0.0
org.jfree.chart.axis.Axis:1488	0 1.0 0.0
org.jfree.chart.axis.Axis:1491	0 1.0 0.0
org.jfree.chart.axis.Axis:1494	0 1.0 0.0
org.jfree.chart.axis.Axis:1308	0 5.0 0.0
org.jfree.chart.axis.Axis:1311	0 5.0 0.0
org.jfree.chart.axis.Axis:1312	0 5.0 0.0
org.jfree.chart.axis.Axis:1313	0 5.0 0.0
org.jfree.chart.axis.Axis:1314	0 5.0 0.0
org.jfree.chart.axis.Axis:1315	0 5.0 0.0
org.jfree.chart.axis.Axis:1316	0 5.0 0.0
org.jfree.chart.axis.Axis:1318	0 5.0 0.0
org.jfree.chart.axis.Axis:1320	0 5.0 0.0
org.jfree.chart.axis.Axis:1322	0 5.0 0.0
org.jfree.chart.axis.Axis:1324	0 5.0 0.0
org.jfree.chart.axis.Axis:1418	0 5.0 0.0
org.jfree.chart.axis.Axis:1419	0 5.0 0.0
org.jfree.chart.axis.Axis:1211	0 2.0 0.0
org.jfree.chart.axis.Axis:1212	0 2.0 0.0
org.jfree.chart.axis.Axis:395	0 1.0 0.0
org.jfree.chart.axis.Axis:396	0 1.0 0.0
org.jfree.chart.axis.Axis:397	0 1.0 0.0
org.jfree.chart.axis.Axis:398	0 1.0 0.0
org.jfree.chart.axis.Axis:399	0 1.0 0.0
org.jfree.chart.axis.Axis:409	0 1.0 0.0
org.jfree.chart.axis.Axis:1467	0 1.0 0.0
org.jfree.chart.axis.Axis:1154	0 11.0 0.0
org.jfree.chart.axis.Axis:1155	0 11.0 0.0
org.jfree.chart.axis.Axis:1160	0 11.0 0.0
org.jfree.chart.axis.Axis:1161	0 10.0 0.0
org.jfree.chart.axis.Axis:1164	0 11.0 0.0
org.jfree.chart.axis.Axis:1165	0 11.0 0.0
org.jfree.chart.axis.Axis:1173	0 11.0 0.0
org.jfree.chart.axis.Axis:1174	0 11.0 0.0
org.jfree.chart.axis.Axis:1175	0 11.0 0.0
org.jfree.chart.axis.Axis:1177	0 11.0 0.0
org.jfree.chart.axis.Axis:1387	0 11.0 0.0
org.jfree.chart.axis.Axis:1388	0 11.0 0.0
org.jfree.chart.axis.Axis:1389	0 11.0 0.0
org.jfree.chart.axis.Axis:1156	0 1.0 0.0
org.jfree.chart.axis.CategoryAxis:210	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:212	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:213	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:214	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:215	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:216	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:218	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:219	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:220	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:221	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:222	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:224	0 107.0 0.0
org.jfree.chart.axis.CategoryAxis:903	0 103.0 0.0
org.jfree.chart.axis.CategoryAxis:1306	0 17.0 0.0
org.jfree.chart.axis.CategoryAxis:1309	0 16.0 0.0
org.jfree.chart.axis.CategoryAxis:1312	0 16.0 0.0
org.jfree.chart.axis.CategoryAxis:1315	0 16.0 0.0
org.jfree.chart.axis.CategoryAxis:1316	0 16.0 0.0
org.jfree.chart.axis.CategoryAxis:1319	0 16.0 0.0
