org.apache.commons.math3.util.FastMath:1542	1.0 0.0 1.0
org.apache.commons.math3.util.FastMath:2910	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2911	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2912	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2913	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2914	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2915	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2917	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2918	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2920	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2921	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2922	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2924	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2927	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2929	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2933	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:830	0.0 256.0 0.0
org.apache.commons.math3.util.FastMath:1183	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1184	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1185	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1186	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1187	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1188	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1189	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1191	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1192	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1193	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1195	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1197	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1198	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1200	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1201	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1202	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1205	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1206	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1207	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1209	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1210	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1211	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1215	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1216	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1218	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1219	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1220	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:1222	0.0 109.0 0.0
org.apache.commons.math3.util.FastMath:962	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:971	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:975	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:978	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:979	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:980	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:981	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:993	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:995	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1001	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1002	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1003	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1005	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1006	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1007	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1009	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1010	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1011	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1013	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1018	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1019	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1020	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1021	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1022	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1023	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1025	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1026	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1027	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1028	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1030	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1031	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1032	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1033	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1036	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1038	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1039	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1040	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1042	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1043	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1044	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1046	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1047	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1048	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1052	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1053	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1054	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1056	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1058	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1059	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1061	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1063	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1064	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1066	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1068	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1069	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1071	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1104	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1109	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1361	0.0 102.0 0.0
org.apache.commons.math3.util.FastMath:1365	0.0 101.0 0.0
org.apache.commons.math3.util.FastMath:1369	0.0 101.0 0.0
org.apache.commons.math3.util.FastMath:1371	0.0 72.0 0.0
org.apache.commons.math3.util.FastMath:1372	0.0 72.0 0.0
org.apache.commons.math3.util.FastMath:1374	0.0 72.0 0.0
org.apache.commons.math3.util.FastMath:1375	0.0 72.0 0.0
org.apache.commons.math3.util.FastMath:1376	0.0 72.0 0.0
org.apache.commons.math3.util.FastMath:1382	0.0 72.0 0.0
org.apache.commons.math3.util.FastMath:1383	0.0 72.0 0.0
org.apache.commons.math3.util.FastMath:1384	0.0 72.0 0.0
org.apache.commons.math3.util.FastMath:1397	0.0 17.0 0.0
org.apache.commons.math3.util.FastMath:1399	0.0 17.0 0.0
org.apache.commons.math3.util.FastMath:1400	0.0 17.0 0.0
org.apache.commons.math3.util.FastMath:1404	0.0 17.0 0.0
org.apache.commons.math3.util.FastMath:1405	0.0 17.0 0.0
org.apache.commons.math3.util.FastMath:1406	0.0 17.0 0.0
org.apache.commons.math3.util.FastMath:1408	0.0 17.0 0.0
org.apache.commons.math3.util.FastMath:1409	0.0 17.0 0.0
org.apache.commons.math3.util.FastMath:1411	0.0 17.0 0.0
org.apache.commons.math3.util.FastMath:2431	0.0 77.0 0.0
org.apache.commons.math3.util.FastMath:2434	0.0 77.0 0.0
org.apache.commons.math3.util.FastMath:2438	0.0 77.0 0.0
org.apache.commons.math3.util.FastMath:2445	0.0 77.0 0.0
org.apache.commons.math3.util.FastMath:2450	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2451	0.0 50.0 0.0
org.apache.commons.math3.util.FastMath:2453	0.0 55.0 0.0
org.apache.commons.math3.util.FastMath:2454	0.0 55.0 0.0
org.apache.commons.math3.util.FastMath:2456	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2457	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2458	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2460	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2461	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2462	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2465	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2466	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2467	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2468	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2469	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2472	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2480	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2481	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2482	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2483	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2484	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2485	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2486	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2488	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2489	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2491	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2492	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2493	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2495	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2496	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2497	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2500	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2502	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2503	0.0 73.0 0.0
org.apache.commons.math3.util.FastMath:2507	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2508	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2511	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2522	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2523	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2524	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2525	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2526	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2527	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2528	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2531	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2533	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2534	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2535	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2538	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2541	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2542	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2543	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2544	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2545	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2547	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2548	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2550	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2564	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2568	0.0 76.0 0.0
org.apache.commons.math3.util.FastMath:2699	0.0 15.0 0.0
org.apache.commons.math3.util.FastMath:2703	0.0 15.0 0.0
org.apache.commons.math3.util.FastMath:2707	0.0 15.0 0.0
org.apache.commons.math3.util.FastMath:2711	0.0 15.0 0.0
org.apache.commons.math3.util.FastMath:2715	0.0 15.0 0.0
org.apache.commons.math3.util.FastMath:2722	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2723	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2724	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2727	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2728	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2731	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2732	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2734	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2735	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2737	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2738	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2739	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2743	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2744	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2745	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2746	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2749	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2752	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2755	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2756	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2757	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2758	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2760	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2761	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2763	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2764	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2765	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2767	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:364	0.0 65.0 0.0
org.apache.commons.math3.util.FastMath:367	0.0 65.0 0.0
org.apache.commons.math3.util.FastMath:368	0.0 65.0 0.0
org.apache.commons.math3.util.FastMath:369	0.0 65.0 0.0
org.apache.commons.math3.util.FastMath:2775	0.0 14.0 0.0
org.apache.commons.math3.util.FastMath:2779	0.0 14.0 0.0
org.apache.commons.math3.util.FastMath:2783	0.0 14.0 0.0
org.apache.commons.math3.util.FastMath:2787	0.0 14.0 0.0
org.apache.commons.math3.util.FastMath:2791	0.0 14.0 0.0
org.apache.commons.math3.util.FastMath:2798	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2799	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2800	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2803	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2804	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2807	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2808	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2810	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2811	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2813	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2814	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2815	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2818	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2819	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2820	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2821	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2824	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2827	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2828	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2829	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2832	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2835	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2839	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2840	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2842	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2843	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2845	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2846	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2847	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2849	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2421	0.0 13.0 0.0
org.apache.commons.math3.util.FastMath:2440	0.0 42.0 0.0
org.apache.commons.math3.util.FastMath:2441	0.0 42.0 0.0
org.apache.commons.math3.util.FastMath:2442	0.0 42.0 0.0
org.apache.commons.math3.util.FastMath:2475	0.0 18.0 0.0
org.apache.commons.math3.util.FastMath:2477	0.0 18.0 0.0
org.apache.commons.math3.util.FastMath:2478	0.0 18.0 0.0
org.apache.commons.math3.util.FastMath:2479	0.0 18.0 0.0
org.apache.commons.math3.util.FastMath:2565	0.0 43.0 0.0
org.apache.commons.math3.util.FastMath:531	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:532	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:534	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:535	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:538	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:539	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:540	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:541	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:542	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:543	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:544	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:546	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:547	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:548	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:550	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:553	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:554	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:557	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:558	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:559	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:560	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:561	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:562	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:564	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:565	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:1105	0.0 11.0 0.0
org.apache.commons.math3.util.FastMath:1106	0.0 11.0 0.0
org.apache.commons.math3.util.FastMath:580	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:582	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:592	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:596	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:600	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:604	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:610	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:611	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:613	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:615	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:616	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:619	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:620	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:621	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:622	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:623	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:626	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:627	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:628	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:629	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:630	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:632	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:633	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:634	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:637	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:638	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:639	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:640	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:643	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:646	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:648	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:650	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:651	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:653	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:655	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:657	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:658	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:661	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:662	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:665	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:666	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:667	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:668	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:669	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:671	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:672	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:673	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:676	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:677	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:678	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:679	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:682	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:685	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:687	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:689	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:692	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:696	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:712	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:713	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:719	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:720	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:722	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:723	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:724	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:734	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:704	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:742	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:743	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:749	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:750	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:752	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:753	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:754	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:764	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2578	0.0 78.0 0.0
org.apache.commons.math3.util.FastMath:2582	0.0 77.0 0.0
org.apache.commons.math3.util.FastMath:2608	0.0 75.0 0.0
org.apache.commons.math3.util.FastMath:2620	0.0 75.0 0.0
org.apache.commons.math3.util.FastMath:2632	0.0 75.0 0.0
org.apache.commons.math3.util.FastMath:2642	0.0 75.0 0.0
org.apache.commons.math3.util.FastMath:2655	0.0 71.0 0.0
org.apache.commons.math3.util.FastMath:2666	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2667	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2671	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2672	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2675	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2676	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2678	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2680	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2681	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2682	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2684	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2689	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:2691	0.0 52.0 0.0
org.apache.commons.math3.util.FastMath:773	0.0 7.0 0.0
org.apache.commons.math3.util.FastMath:3329	0.0 307.0 0.0
org.apache.commons.math3.util.FastMath:3333	0.0 307.0 0.0
org.apache.commons.math3.util.FastMath:3337	0.0 305.0 0.0
org.apache.commons.math3.util.FastMath:3338	0.0 305.0 0.0
org.apache.commons.math3.util.FastMath:3339	0.0 57.0 0.0
org.apache.commons.math3.util.FastMath:3342	0.0 305.0 0.0
org.apache.commons.math3.util.FastMath:3346	0.0 257.0 0.0
org.apache.commons.math3.util.FastMath:3356	0.0 136.0 0.0
org.apache.commons.math3.util.FastMath:3360	0.0 136.0 0.0
org.apache.commons.math3.util.FastMath:3361	0.0 136.0 0.0
org.apache.commons.math3.util.FastMath:3365	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3367	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3371	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3379	0.0 18.0 0.0
org.apache.commons.math3.util.FastMath:3380	0.0 18.0 0.0
org.apache.commons.math3.util.FastMath:3382	0.0 18.0 0.0
org.apache.commons.math3.util.FastMath:3388	0.0 18.0 0.0
org.apache.commons.math3.util.FastMath:3393	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:3394	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:3402	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2968	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2969	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2973	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2974	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2976	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2977	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2979	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2943	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2944	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2948	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2949	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2951	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2952	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2954	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2955	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2958	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2997	0.0 453.0 0.0
org.apache.commons.math3.util.FastMath:3537	0.0 303.0 0.0
