org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:83	1.0 0.8181818181818182 0.7416198487095662
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:326	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:333	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:334	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:335	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:337	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:339	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:353	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:364	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:365	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:368	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:380	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:381	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:382	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:386	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:453	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:455	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:457	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:462	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:341	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:434	0 7.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:458	0 7.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.SubLine:182	0 16.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.SubLine:183	0 16.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.SubLine:161	0 21.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.SubLine:162	0 21.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:167	0 3.227272727272727 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:510	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:511	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:512	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:513	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:523	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:524	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:526	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:527	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:500	0 8.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:501	0 8.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:502	0 8.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:503	0 8.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:504	0 8.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:443	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:444	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:461	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:462	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:463	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:436	0 10.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:437	0 10.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:419	0 11.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:420	0 11.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:421	0 11.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:423	0 11.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:424	0 11.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:425	0 11.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:426	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:439	0 11.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:499	0 11.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:156	0 13.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:288	0 13.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:289	0 13.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:292	0 13.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:418	0 14.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:441	0 14.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:457	0 14.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:458	0 14.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:460	0 14.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:483	0 14.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:597	0 14.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:164	0 15.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:405	0 15.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:406	0 15.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:496	0 15.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:497	0 15.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:158	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:530	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:531	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:586	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:587	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:588	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:590	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:591	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:592	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:593	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:594	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:596	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:599	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:603	0 16.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:155	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:276	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:328	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:329	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:330	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:335	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:351	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:352	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:353	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:355	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:363	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:380	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:381	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:382	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:383	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:385	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:386	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:387	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:388	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:393	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:416	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:446	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:447	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:494	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:611	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:612	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:613	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:615	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:616	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:617	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:618	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:619	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:621	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:622	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:624	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:628	0 17.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:47	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:62	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:63	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:64	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:66	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:69	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:124	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:152	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:153	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:154	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:160	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:161	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:162	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:224	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:245	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:246	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:247	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:248	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:249	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:250	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:251	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:257	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:274	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:275	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:278	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:327	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:334	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:340	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:349	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:359	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:360	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:361	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:370	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:372	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:373	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:379	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:391	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:392	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:395	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:397	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:401	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:402	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:403	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:410	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:455	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:485	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:486	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:539	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:541	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:542	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:202	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:204	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:207	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:210	0 18.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:336	0 14.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:575	0 12.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:576	0 12.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:465	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:466	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:467	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:468	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:478	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:479	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:481	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:290	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:398	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:428	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:429	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:430	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:470	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:471	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:472	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:474	0 2.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:475	0 2.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:476	0 2.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:505	0 4.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:506	0 4.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:507	0 4.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:508	0 4.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:519	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:520	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:521	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:544	0 8.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:549	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:555	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:556	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:557	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:558	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:568	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:569	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:571	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:572	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:600	0 7.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:625	0 6.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:432	0 1.1818181818181819 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:433	0 1.1818181818181819 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:434	0 1.1818181818181819 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:550	0 2.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:551	0 2.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:552	0 2.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:553	0 2.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:545	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:546	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:547	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.utilities.AVLTree:548	0 3.0 0.0
org.apache.commons.math3.util.FastMath:3424	0 18.0 0.0
org.apache.commons.math3.util.FastMath:3492	0 18.0 0.0
org.apache.commons.math3.util.FastMath:2238	0 1.5 0.0
org.apache.commons.math3.util.FastMath:3467	0 13.0 0.0
org.apache.commons.math3.util.FastMath:3468	0 13.0 0.0
org.apache.commons.math3.util.FastMath:3470	0 13.0 0.0
org.apache.commons.math3.util.FastMath:3471	0 13.0 0.0
org.apache.commons.math3.util.FastMath:3474	0 8.0 0.0
org.apache.commons.math3.util.FastMath:3479	0 8.0 0.0
org.apache.commons.math3.util.FastMath:3480	0 8.0 0.0
org.apache.commons.math3.util.FastMath:3483	0 8.0 0.0
org.apache.commons.math3.util.FastMath:3351	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:324	0 3.1818181818181817 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:406	0 3.1818181818181817 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:427	0 3.1818181818181817 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:34	0 5.295454545454546 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:55	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:56	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:57	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:58	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:59	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:90	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:91	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:92	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:93	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:94	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:95	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:96	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:105	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:171	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:235	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:236	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:322	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:323	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:326	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:327	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:339	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:340	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:341	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:342	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:344	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:345	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:346	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:347	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:349	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:350	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:351	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:352	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:356	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:357	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:358	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:359	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:360	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:364	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:365	0 5.159090909090909 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:376	0 5.295454545454546 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:384	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:418	0 2.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:159	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:271	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:272	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:276	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:277	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:279	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:290	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:293	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:294	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.Plane:296	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:63	0 3.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:64	0 3.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:105	0 3.1818181818181817 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:106	0 3.1818181818181817 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:49	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:56	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:57	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:58	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:60	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:74	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:75	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:76	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:77	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:78	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:79	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:80	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:82	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:86	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:99	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:100	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:101	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:103	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:112	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:113	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:114	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:115	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:116	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:117	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:118	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:120	0 5.136363636363637 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:122	0 5.113636363636363 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:125	0 5.0227272727272725 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:126	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:131	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.SubPlane:136	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.AbstractRegion:204	0 3.3636363636363638 0.0
org.apache.commons.math3.geometry.partitioning.AbstractRegion:205	0 3.3181818181818183 0.0
org.apache.commons.math3.geometry.partitioning.AbstractRegion:206	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.AbstractRegion:207	0 4.181818181818182 0.0
org.apache.commons.math3.geometry.partitioning.AbstractRegion:395	0 5.0 0.0
